Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bermuda,BMU,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,8.69999980926514,7.71999979019165,9.80000019073486,..,..,..,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,8.4399995803833,6.65999984741211,8.9399995803833,..,..,..,..,..,..
Bhutan,BTN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.53999996185303,2.20000004768372,3.70000004768372,3.49000000953674,3.15000009536743,..,..,..,..,..
Bhutan,BTN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,1.85000002384186,1.89999997615814,2.20000004768372,1.9099999666214,1.8400000333786,..,..,..,..,..
Bhutan,BTN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.23000001907349,2.04999995231628,2.86999988555908,2.63000011444092,2.45000004768372,..,..,..,..,..
Bolivia,BOL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.6800000667572,2.78999996185303,3,2.84999990463257,3.78999996185303,4.03000020980835,4.05000019073486,3.60999989509583,4.38000011444092,9.77999973297119
Bolivia,BOL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,1.91999995708466,1.49000000953674,1.98000001907349,1.36000001430511,2.61999988555908,3.08999991416931,3.33999991416931,3.44000005722046,3.36999988555908,6.42000007629395
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.25,2.0699999332428,2.44000005722046,2.01999998092651,3.10999989509583,3.5,3.65000009536743,3.51999998092651,3.8199999332428,7.90000009536743
Bosnia and Herzegovina,BIH,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,29.9400005340576,30.6599998474121,29.0200004577637,31.1700000762939,30.6900005340576,30.0499992370605,23.1299991607666,20.3299999237061,18.7800006866455,18.5400009155273
Bosnia and Herzegovina,BIH,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,26.1100006103516,26.3700008392334,26.5499992370605,25.1800003051758,25.7800006866455,22.5300006866455,18.8700008392334,17.2099990844727,13.6499996185303,14.1199998855591
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,27.5799999237061,28.0100002288818,27.4899997711182,27.5200004577637,27.6900005340576,25.4099998474121,20.5300006866455,18.3999996185303,15.6899995803833,15.8699998855591
Botswana,BWA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,23.5,25.6399993896484
Botswana,BWA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,21.7000007629395,24.2199993133545
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,22.6100006103516,24.9300003051758
Brazil,BRA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,9.35999965667725,9.22000026702881,8.96000003814697,8.3100004196167,10.3199996948242,13.789999961853,15.039999961853,14.5600004196167,14.4700002670288,16.5599994659424
Brazil,BRA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,5.05000019073486,5.80000019073486,5.67000007629395,5.59999990463257,7.23999977111816,10.1899995803833,11.3000001907349,10.8199996948242,10.1400003433228,11.9499998092651
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.92000007629395,7.25,7.07000017166138,6.76000022888184,8.5600004196167,11.7399997711182,12.9300003051758,12.460000038147,12.0500001907349,13.9300003051758
British Virgin Islands,VGB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,7.88000011444092,..,..,9.96000003814697,10.0699996948242,8.34000015258789,8.90999984741211
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,6.26999998092651,..,..,8.80000019073486,7.71999979019165,6.01000022888184,6.44000005722046
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,6.96999979019165,..,..,9.31999969482422,8.69999980926514,6.92000007629395,7.40999984741211
Bulgaria,BGR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,10.1099996566772,10.8400001525879,11.8400001525879,10.3999996185303,8.42000007629395,6.96999979019165,5.94999980926514,4.65000009536743,3.86999988555908,4.76999998092651
Bulgaria,BGR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,12.2600002288818,13.5200004577637,13.8999996185303,12.3100004196167,9.77999973297119,8.10000038146973,6.34999990463257,5.69000005722046,4.53999996185303,5.42999982833862
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.2600002288818,12.2700004577637,12.9399995803833,11.4200000762939,9.14000034332275,7.57000017166138,6.15999984741211,5.21000003814697,4.23000001907349,5.11999988555908
Burkina Faso,BFA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,9.23999977111816,..,..,..,4.63000011444092,..,..
Burkina Faso,BFA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,3.85999989509583,..,..,..,4.75,..,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,6.48000001907349,..,..,..,4.69000005722046,..,..
Burundi,BDI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,1.16999995708466,..,..,..,..,..,..
Burundi,BDI,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,2.04999995231628,..,..,..,..,..,..
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,1.57000005245209,..,..,..,..,..,..
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,31.6299991607666,..,12.7600002288818,11.5500001907349,12.0699996948242,..
Cabo Verde,CPV,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,31,..,11.8199996948242,12.6599998474121,10.6599998474121,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,31.3099994659424,..,12.2399997711182,12.1700000762939,11.289999961853,..
Cambodia,KHM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,0.479999989271164,1.12999999523163,0.519999980926514,0.689999997615814,0.46000000834465,0.850000023841858,0.170000001788139,..,1.21000003814697,..
Cambodia,KHM,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,0.680000007152557,1.4099999666214,0.360000014305115,0.689999997615814,0.330000013113022,0.589999973773956,0.109999999403954,..,1.23000001907349,..
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.579999983310699,1.27999997138977,0.439999997615814,0.689999997615814,0.389999985694885,0.720000028610229,0.140000000596046,..,1.22000002861023,..
Cameroon,CMR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,4.03000020980835,..,..,..,..,..,..
Cameroon,CMR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,3.05999994277954,..,..,..,..,..,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,3.52999997138977,..,..,..,..,..,..
Canada,CAN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,7.01000022888184,6.82000017166138,6.59999990463257,6.3899998664856,6.28999996185303,6.23999977111816,5.84999990463257,5.48999977111816,5.25,9.39000034332275
Canada,CAN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,7.96000003814697,7.71999979019165,7.5,7.38000011444092,7.46000003814697,7.67999982833862,6.78000020980835,6.1399998664856,6.03000020980835,9.52999973297119
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697
Cayman Islands,CYM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.46999979019165,5.30999994277954,5.84000015258789,4.65000009536743,5.19999980926514,..,..,..,..,..
Cayman Islands,CYM,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,8.06999969482422,7.09999990463257,6.69999980926514,4.75,3.29999995231628,..,..,..,..,..
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.78000020980835,6.21000003814697,6.26999998092651,4.69999980926514,4.23999977111816,..,..,..,..,..
Central African Republic,CAF,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,0.779999971389771,..,..
Chad,TCD,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,1.41999995708466,..,..
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,1.12999999523163,..,..
Channel Islands,CHI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,8.86999988555908,8.13000011444092,7.17999982833862,7.13000011444092,7.1399998664856,7.26999998092651,7.46000003814697,7.98999977111816,8.02000045776367,11.4399995803833
Chile,CHL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,6.30999994277954,5.65000009536743,5.55000019073486,6.34000015258789,6.07000017166138,6.36999988555908,6.59999990463257,6.69000005722046,6.76000022888184,11
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.34000015258789,6.65999984741211,6.21000003814697,6.65999984741211,6.51000022888184,6.73999977111816,6.96000003814697,7.23000001907349,7.28999996185303,11.1800003051758
China,CHN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,4.09999990463257,4.05000019073486,4.09999990463257,..,..,3.90000009536743,3.79999995231628,5.15000009536743,..
Colombia,COL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,13.1000003814697,12.6599998474121,11.6700000762939,11.0299997329712,10.8400001525879,11.210000038147,11.5100002288818,11.789999961853,12.75,19.0400009155273
Colombia,COL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,7.90999984741211,7.55000019073486,7.07000017166138,6.71999979019165,6.3600001335144,6.78000020980835,6.86999988555908,7.09000015258789,7.88000011444092,12.2299995422363
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.1099996566772,9.73999977111816,9.05000019073486,8.56999969482422,8.30000019073486,8.6899995803833,8.86999988555908,9.10999965667725,9.96000003814697,15.039999961853
Comoros,COM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,10.4399995803833,..,..,..,..,..,..
Comoros,COM,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,6.67999982833862,..,..,..,..,..,..
Comoros,COM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,8.14000034332275,..,..,..,..,..,..
